"","speech_act","speaker_role","target_child_age_months","utterance_count","total_utterance_count","utteranceType_relFreq","utteranceType_ppc"
"605","question","Mother",24,38291,109564,0.349485232375598,34.9485232375598
"606","question","Mother",25,32516,93838,0.346512073999872,34.6512073999872
"607","question","Mother",26,29718,90441,0.328589909443726,32.8589909443726
"608","question","Mother",27,30396,87395,0.347800217403742,34.7800217403742
"609","question","Mother",28,33111,97122,0.340921727312041,34.0921727312041
"610","question","Mother",29,32536,95342,0.341255690042164,34.1255690042164
"611","question","Mother",30,31897,98335,0.324370773376722,32.4370773376722
"612","question","Mother",31,29415,95374,0.308417388386772,30.8417388386772
"613","question","Mother",32,25359,82575,0.307102633969119,30.7102633969119
"614","question","Mother",33,27592,88584,0.311478370811885,31.1478370811885
"615","question","Mother",34,26585,83610,0.317964358330343,31.7964358330343
"616","question","Mother",35,18396,58311,0.315480784071616,31.5480784071616
"617","question","Mother",36,33749,106074,0.3181646774893,31.81646774893
"618","question","Mother",37,13546,43599,0.31069519943118,31.069519943118
"619","question","Mother",38,10662,35276,0.302245152511623,30.2245152511623
"620","question","Mother",39,6719,22728,0.295626539950722,29.5626539950722
"621","question","Mother",40,5136,18464,0.278162911611785,27.8162911611785
"622","question","Mother",41,3622,13225,0.273875236294896,27.3875236294896
"623","question","Mother",42,3955,13930,0.28391959798995,28.391959798995
"624","question","Mother",43,3611,12588,0.286860502065459,28.6860502065459
"625","question","Mother",44,4674,15419,0.303132498865037,30.3132498865037
"626","question","Mother",45,6230,20397,0.305437074079521,30.5437074079521
"627","question","Mother",46,4546,16428,0.276722668614561,27.6722668614561
"628","question","Mother",47,3487,12004,0.2904865044985,29.0486504498501
"629","question","Mother",48,4812,17595,0.273486786018755,27.3486786018755
"630","question","Mother",49,3661,13461,0.271970878835153,27.1970878835153
"631","question","Mother",50,3854,13785,0.279579252811026,27.9579252811026
"632","question","Mother",51,2990,11408,0.262096774193548,26.2096774193548
"633","question","Mother",52,2909,9540,0.304926624737946,30.4926624737946
"634","question","Mother",53,3474,11138,0.311905189441551,31.1905189441551
"635","question","Mother",54,3186,11709,0.272098385857033,27.2098385857033
"636","question","Mother",55,2744,10087,0.272033310201249,27.2033310201249
"637","question","Mother",56,2815,9783,0.287744045793724,28.7744045793724
"638","question","Mother",57,13475,48625,0.277120822622108,27.7120822622108
"639","question","Mother",58,2829,10754,0.263064906081458,26.3064906081458
"640","question","Mother",59,3042,10908,0.278877887788779,27.8877887788779
"641","question","Mother",60,1369,4638,0.295170332039672,29.5170332039672
"642","question","Mother",61,693,2279,0.304080737165423,30.4080737165423
"643","question","Mother",62,823,2791,0.294876388391258,29.4876388391258
"644","question","Mother",63,825,2588,0.318778979907264,31.8778979907264
